feature,feature_category,model_feature_role,universal_role,universal_dtype_train,universal_dtype_test,universal_missing_pct_train,universal_missing_pct_test,universal_missing_gap_pct,universal_n_unique_train,universal_n_unique_test,universal_basic_review_flag,universal_basic_review_reason,numeric_numeric_family,numeric_missing_band,numeric_skew_band,numeric_zero_band,numeric_outlier_band,numeric_section_review_flag,numeric_section_review_reason,binary_categorical_family,binary_missing_pct_train,binary_n_unique_train,binary_zero_pct_train,binary_one_pct_train,binary_one_pct_gap,binary_constant_train,binary_constant_test,cat_binary_categorical_family,cat_binary_missing_pct_train,cat_binary_n_unique_train,cat_binary_top_category_train,cat_binary_top_category_pct_train,cat_binary_minority_category_pct_train,cat_binary_test_only_category_count,nominal_categorical_family,nominal_missing_pct_train,nominal_n_unique_train,nominal_top_category_pct_train,nominal_rare_lt_1_mass_pct,nominal_category_overlap_pct,nominal_jensen_shannon_distance,ordinal_categorical_family,ordinal_missing_pct_train,ordinal_n_unique_train,ordinal_all_levels_numeric_like,ordinal_top_level_pct_train,ordinal_level_overlap_pct,ordinal_jensen_shannon_distance,special_case_type,special_case_reason,special_next_action,special_validation_stage,univariate_status,drop_now,next_stage
inst_is_recent_12m_ratio_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,1033,396.0,False,,ratio_rate,moderate,high,high,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_24m_count_max,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,113,94.0,False,,discrete_count,moderate,high,low,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_24m_count_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,993,716.0,False,,ratio_rate,moderate,high,low,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_24m_count_sum,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,135,122.0,False,,discrete_count,moderate,high,low,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_24m_ratio_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,1994,720.0,False,,ratio_rate,moderate,high,low,very_high,True,high_outlier_burden;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_is_recent_24m_ratio_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,21027,6183.0,False,,ratio_rate,moderate,low,low,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_24m_ratio_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,1226,482.0,False,,ratio_rate,moderate,moderate,high,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_6m_count_max,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,50,42.0,False,,discrete_count,moderate,high,moderate,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_6m_count_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,384,267.0,False,,ratio_rate,moderate,very_high,moderate,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_6m_count_sum,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,51,48.0,False,,discrete_count,moderate,high,moderate,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_6m_ratio_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,1599,913.0,False,,ratio_rate,moderate,moderate,moderate,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_6m_ratio_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,22150,5913.0,False,,ratio_rate,moderate,high,moderate,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_is_recent_6m_ratio_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,810,289.0,False,,ratio_rate,moderate,very_high,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_is_underpaid_count_max,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,24,10.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_is_underpaid_count_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,77,33.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_is_underpaid_count_sum,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,27,11.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_is_underpaid_ratio_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,277,95.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_is_underpaid_ratio_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,536,143.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_is_underpaid_ratio_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,82,19.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_15plus_count_max,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,50,29.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_15plus_count_mean,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,269,152.0,False,,discrete_count,moderate,extreme,extreme,low,True,not_integer_like; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_15plus_count_sum,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,52,30.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_15plus_ratio_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,1157,565.0,False,,ratio_rate,moderate,very_high,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_15plus_ratio_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,5996,1552.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_15plus_ratio_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,535,159.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_30plus_count_max,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,46,18.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_30plus_count_mean,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,145,67.0,False,,discrete_count,moderate,extreme,extreme,low,True,not_integer_like; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_30plus_count_sum,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,46,20.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_30plus_ratio_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,666,295.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_30plus_ratio_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2028,569.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_30plus_ratio_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,281,75.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_5plus_count_max,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,54,37.0,False,,discrete_count,moderate,very_high,high,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_late_5plus_count_mean,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,417,262.0,False,,discrete_count,moderate,extreme,high,high,True,not_integer_like;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_5plus_count_sum,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,71,49.0,False,,discrete_count,moderate,very_high,high,very_high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_late_5plus_ratio_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,1658,762.0,False,,ratio_rate,moderate,very_high,high,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_late_5plus_ratio_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,15531,3835.0,False,,ratio_rate,moderate,very_high,high,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_late_5plus_ratio_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,844,274.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_60plus_count_max,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,39,16.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_60plus_count_mean,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,104,50.0,False,,discrete_count,moderate,extreme,extreme,low,True,not_integer_like; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_60plus_count_sum,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,40,17.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_60plus_ratio_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,501,191.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_60plus_ratio_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,994,298.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_60plus_ratio_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,169,37.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_90plus_count_max,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,39,16.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_90plus_count_mean,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,96,43.0,False,,discrete_count,moderate,extreme,extreme,low,True,not_integer_like; zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_90plus_count_sum,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,40,16.0,False,,discrete_count,moderate,extreme,extreme,low,True,zero_heavy;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_90plus_ratio_max,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,444,152.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_90plus_ratio_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,780,240.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_late_90plus_ratio_min,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,123,33.0,False,,ratio_rate,moderate,extreme,extreme,low,True,zero_heavy; extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_amount_shift_flag,binary_flag,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2,2.0,False,,,,,,,,,binary_flag,5.160140612856125,2.0,99.21993670343537,0.7800632965646356,0.04798609439147994,False,False,,,,,,,,,,,,,,,,,,,,,,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,special_case_review,no,relationship_analysis
inst_latest_delay_days,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.408912201514743,1.8689479730838665,3.5399642284308763,799,283.0,False,,overdue_delay,moderate,extreme,low,moderate,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_delay_days_max,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.197537649059709,1.6678975873953716,3.5296400616643373,1710,621.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_delay_days_mean,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.197537649059709,1.6678975873953716,3.5296400616643373,4804,1873.0,False,,overdue_delay,moderate,extreme,low,moderate,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_delay_days_min,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.197537649059709,1.6678975873953716,3.5296400616643373,723,283.0,False,,overdue_delay,moderate,extreme,low,moderate,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_delay_days_sum,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,1907,778.0,False,,overdue_delay,moderate,extreme,low,high,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_due_day,date_duration_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2918,2643.0,False,,date_duration,moderate,very_high,none,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_due_day_max,date_duration_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2918,2643.0,False,,date_duration,moderate,very_high,none,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_due_day_mean,date_duration_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,32179,15069.0,False,,date_duration,moderate,moderate,none,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_due_day_min,date_duration_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2921,2921.0,False,,date_duration,moderate,low,none,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_due_day_shift_flag,binary_flag,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2,2.0,False,,,,,,,,,binary_flag,5.160140612856125,2.0,99.98079844193072,0.019201558069283337,0.003741875937057392,False,False,,,,,,,,,,,,,,,,,,,,,,rare_or_near_constant_binary_flag,almost_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,special_case_review,no,relationship_analysis
inst_latest_due_day_sum,date_duration_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,13937,9426.0,False,,date_duration,moderate,very_high,none,moderate,True,large_abs_duration_gt_100_years;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_expected_amount,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,215302,43214.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_expected_amount_max,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,245783,46153.0,False,,continuous,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_expected_amount_mean,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,275619,47545.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_expected_amount_min,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,198784,42916.0,False,,continuous,moderate,extreme,low,high,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_expected_amount_sum,continuous_amount_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,275055,47499.0,False,,continuous,moderate,very_high,low,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_first_delay_days,overdue_delay_numeric,candidate_predictor,feature,float32,float32,5.408912201514743,1.8689479730838665,3.5399642284308763,338,199.0,False,,overdue_delay,moderate,extreme,low,moderate,True,has_late_delay_signal; has_early_payment_signal; severe_delay_signal; extreme_delay_signal; rare_severe_delay_signal;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_first_payment_day,date_duration_numeric,candidate_predictor,feature,float32,float32,5.408912201514743,1.8689479730838665,3.5399642284308763,2942,2661.0,False,,date_duration,moderate,very_high,none,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_first_payment_day_max,date_duration_numeric,candidate_predictor,feature,float32,float32,5.197537649059709,1.6678975873953716,3.5296400616643373,2943,2667.0,False,,date_duration,moderate,very_high,none,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_first_payment_day_mean,date_duration_numeric,candidate_predictor,feature,float32,float32,5.197537649059709,1.6678975873953716,3.5296400616643373,32195,15066.0,False,,date_duration,moderate,moderate,none,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_first_payment_day_min,date_duration_numeric,candidate_predictor,feature,float32,float32,5.197537649059709,1.6678975873953716,3.5296400616643373,2974,2923.0,False,,date_duration,moderate,low,none,low,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_first_payment_day_sum,date_duration_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,13937,9482.0,False,,date_duration,moderate,very_high,low,moderate,True,large_abs_duration_gt_100_years;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_fully_paid_flag,binary_flag,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2,2.0,False,,,,,,,,,binary_flag,5.160140612856125,2.0,0.7330880562879959,99.266911943712,0.16784527304086794,False,False,,,,,,,,,,,,,,,,,,,,,,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,special_case_review,no,relationship_analysis
inst_latest_fully_paid_flag_max,binary_flag,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2,2.0,False,,,,,,,,,binary_flag,5.160140612856125,2.0,0.13989706593335002,99.86010293406665,0.06480946373078211,False,False,,,,,,,,,,,,,,,,,,,,,,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,special_case_review,no,relationship_analysis
inst_latest_fully_paid_flag_mean,ratio_rate_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,30,16.0,False,,ratio_rate,moderate,extreme,low,low,True,extreme_skew;,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numeric_review_candidate,no,relationship_analysis
inst_latest_fully_paid_flag_min,binary_flag,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,2,2.0,False,,,,,,,,,binary_flag,5.160140612856125,2.0,0.8801857064973271,99.11981429350267,0.1501673517501274,False,False,,,,,,,,,,,,,,,,,,,,,,rare_or_near_constant_binary_flag,near_constant_binary_flag,keep_as_binary_candidate_and_validate_predictive_value_later,bivariate_multivariate_and_modeling,special_case_review,no,relationship_analysis
inst_latest_fully_paid_flag_sum,discrete_count_numeric,candidate_predictor,feature,float32,float32,5.160140612856125,1.6412276382734285,3.5189129745826966,26,22.0,False,,discrete_count,moderate,high,low,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_last_payment_day,date_duration_numeric,candidate_predictor,feature,float32,float32,5.408912201514743,1.8689479730838665,3.5399642284308763,2937,2644.0,False,,date_duration,moderate,very_high,none,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_last_payment_day_max,date_duration_numeric,candidate_predictor,feature,float32,float32,5.197537649059709,1.6678975873953716,3.5296400616643373,2938,2651.0,False,,date_duration,moderate,very_high,none,high,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
inst_latest_last_payment_day_mean,date_duration_numeric,candidate_predictor,feature,float32,float32,5.197537649059709,1.6678975873953716,3.5296400616643373,32089,15047.0,False,,date_duration,moderate,moderate,none,moderate,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,standard_univariate_profile,no,relationship_analysis
